hgnc_id	symbol	name	family_id	parent_fam_id
HGNC:26309	COMTD1	catechol-O-methyltransferase domain containing 1	2063	1400
HGNC:18175	COQ3	coenzyme Q3, methyltransferase	2063	1400
HGNC:28722	COQ5	coenzyme Q5, methyltransferase	2063	1400
HGNC:4136	GAMT	guanidinoacetate N-methyltransferase	2063	1400
HGNC:4415	GNMT	glycine N-methyltransferase	2063	1400
HGNC:5028	HNMT	histamine N-methyltransferase	2063	1400
HGNC:6069	INMT	indolethylamine N-methyltransferase	2063	1400
HGNC:24550	TMT1A	thiol methyltransferase 1A	2063	1400
HGNC:28276	TMT1B	thiol methyltransferase 1B	2063	1400
HGNC:7861	NNMT	nicotinamide N-methyltransferase	2063	1400
HGNC:9160	PNMT	phenylethanolamine N-methyltransferase	2063	1400
HGNC:12014	TPMT	thiopurine S-methyltransferase	2063	1400
HGNC:7962	NR1D1	nuclear receptor subfamily 1 group D member 1	2072	71
HGNC:7963	NR1D2	nuclear receptor subfamily 1 group D member 2	2072	71
HGNC:7971	NR2C1	nuclear receptor subfamily 2 group C member 1	2073	71
HGNC:7972	NR2C2	nuclear receptor subfamily 2 group C member 2	2073	71
HGNC:7973	NR2E1	nuclear receptor subfamily 2 group E member 1	2074	71
HGNC:7974	NR2E3	nuclear receptor subfamily 2 group E member 3	2074	71
HGNC:7975	NR2F1	nuclear receptor subfamily 2 group F member 1	2075	71
HGNC:7976	NR2F2	nuclear receptor subfamily 2 group F member 2	2075	71
HGNC:7977	NR2F6	nuclear receptor subfamily 2 group F member 6	2075	71
HGNC:17372	ACTR10	actin related protein 10	943	NA
HGNC:167	ACTR1A	actin related protein 1A	943	NA
HGNC:2711	DCTN1	dynactin subunit 1	943	NA
HGNC:2712	DCTN2	dynactin subunit 2	943	NA
HGNC:2713	DCTN3	dynactin subunit 3	943	NA
HGNC:15518	DCTN4	dynactin subunit 4	943	NA
HGNC:24594	DCTN5	dynactin subunit 5	943	NA
HGNC:16964	DCTN6	dynactin subunit 6	943	NA
HGNC:1488	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1	943	NA
HGNC:1490	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	943	NA
HGNC:24205	CAPZA3	capping actin protein of muscle Z-line subunit alpha 3	943	NA
HGNC:1491	CAPZB	capping actin protein of muscle Z-line subunit beta	943	NA
HGNC:54256	LINC02739	long intergenic non-protein coding RNA 2739	1986	788
HGNC:54257	LINC02740	long intergenic non-protein coding RNA 2740	1986	788
HGNC:19429	SLC41A1	solute carrier family 41 member 1	2191	752
HGNC:31045	SLC41A2	solute carrier family 41 member 2	2191	752
HGNC:31046	SLC41A3	solute carrier family 41 member 3	2191	752
HGNC:11182	CAPN15	calpain 15	89	26
HGNC:3508	EWSR1	EWS RNA binding protein 1	89	26
HGNC:4010	FUS	FUS RNA binding protein	89	26
HGNC:6973	MDM2	MDM2 proto-oncogene	89	26
HGNC:24573	NEIL3	nei like DNA glycosylase 3	89	26
HGNC:8062	NUP153	nucleoporin 153	89	26
HGNC:9848	RANBP2	RAN binding protein 2	89	26
HGNC:15864	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	89	26
HGNC:9896	RBM10	RNA binding motif protein 10	89	26
HGNC:9902	RBM5	RNA binding motif protein 5	89	26
HGNC:16031	RNF31	ring finger protein 31	89	26
HGNC:10480	RYBP	RING1 and YY1 binding protein	89	26
HGNC:25321	SHARPIN	SHANK associated RH domain interactor	89	26
HGNC:17075	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	89	26
HGNC:30681	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	89	26
HGNC:11547	TAF15	TATA-box binding protein associated factor 15	89	26
HGNC:11735	TEX13A	testis expressed 13A	89	26
HGNC:17363	YAF2	YY1 associated factor 2	89	26
HGNC:18224	ZRANB1	zinc finger RANBP2-type containing 1	89	26
HGNC:6412	KRT1	keratin 1	609	1109
HGNC:6439	KRT2	keratin 2	609	1109
HGNC:6440	KRT3	keratin 3	609	1109
HGNC:6441	KRT4	keratin 4	609	1109
HGNC:6442	KRT5	keratin 5	609	1109
HGNC:6443	KRT6A	keratin 6A	609	1109
HGNC:6444	KRT6B	keratin 6B	609	1109
HGNC:20406	KRT6C	keratin 6C	609	1109
HGNC:6445	KRT7	keratin 7	609	1109
HGNC:28927	KRT71	keratin 71	609	1109
HGNC:28932	KRT72	keratin 72	609	1109
HGNC:28928	KRT73	keratin 73	609	1109
HGNC:28929	KRT74	keratin 74	609	1109
HGNC:24431	KRT75	keratin 75	609	1109
HGNC:24430	KRT76	keratin 76	609	1109
HGNC:20411	KRT77	keratin 77	609	1109
HGNC:28926	KRT78	keratin 78	609	1109
HGNC:28930	KRT79	keratin 79	609	1109
HGNC:6446	KRT8	keratin 8	609	1109
HGNC:27056	KRT80	keratin 80	609	1109
HGNC:6458	KRT81	keratin 81	609	1109
HGNC:6459	KRT82	keratin 82	609	1109
HGNC:6460	KRT83	keratin 83	609	1109
HGNC:6461	KRT84	keratin 84	609	1109
HGNC:6462	KRT85	keratin 85	609	1109
HGNC:6463	KRT86	keratin 86	609	1109
HGNC:54258	LINC02741	long intergenic non-protein coding RNA 2741	1986	788
HGNC:54259	LINC02742	long intergenic non-protein coding RNA 2742	1986	788
HGNC:54261	LINC02743	long intergenic non-protein coding RNA 2743	1986	788
HGNC:4852	HDAC1	histone deacetylase 1	1386	2102
HGNC:4853	HDAC2	histone deacetylase 2	1386	2102
HGNC:5002	HMG20B	high mobility group 20B	1386	2102
HGNC:29079	KDM1A	lysine demethylase 1A	1386	2102
HGNC:24156	PHF21A	PHD finger protein 21A	1386	2102
HGNC:17441	RCOR1	REST corepressor 1	1386	2102
HGNC:27455	RCOR2	REST corepressor 2	1386	2102
HGNC:25594	RCOR3	REST corepressor 3	1386	2102
HGNC:13058	ZRANB2	zinc finger RANBP2-type containing 2	89	26
HGNC:25249	ZRANB3	zinc finger RANBP2-type containing 3	89	26
HGNC:18261	NPLOC4	NPL4 homolog, ubiquitin recognition factor	89	26
HGNC:3420	EPS8	EGFR pathway substrate 8, signaling adaptor	2253	NA
HGNC:21295	EPS8L1	EPS8 signaling adaptor L1	2253	NA
HGNC:21296	EPS8L2	EPS8 signaling adaptor L2	2253	NA
HGNC:21297	EPS8L3	EPS8 signaling adaptor L3	2253	NA
HGNC:23508	STOX1	storkhead box 1	2307	NA
HGNC:25450	STOX2	storkhead box 2	2307	NA
HGNC:54262	LINC02744	long intergenic non-protein coding RNA 2744	1986	788
HGNC:54263	LINC02745	long intergenic non-protein coding RNA 2745	1986	788
HGNC:54264	LINC02746	long intergenic non-protein coding RNA 2746	1986	788
HGNC:54266	LINC02747	long intergenic non-protein coding RNA 2747	1986	788
HGNC:54267	LINC02748	long intergenic non-protein coding RNA 2748	1986	788
HGNC:54268	LINC02749	long intergenic non-protein coding RNA 2749	1986	788
HGNC:54269	LINC02750	long intergenic non-protein coding RNA 2750	1986	788
HGNC:54271	LINC02751	long intergenic non-protein coding RNA 2751	1986	788
HGNC:54272	LINC02752	long intergenic non-protein coding RNA 2752	1986	788
HGNC:54273	LINC02753	long intergenic non-protein coding RNA 2753	1986	788
HGNC:54274	LINC02754	long intergenic non-protein coding RNA 2754	1986	788
HGNC:54275	LINC02755	long intergenic non-protein coding RNA 2755	1986	788
HGNC:54276	LINC02756	long intergenic non-protein coding RNA 2756	1986	788
HGNC:54277	LINC02757	long intergenic non-protein coding RNA 2757	1986	788
HGNC:54278	LINC02758	long intergenic non-protein coding RNA 2758	1986	788
HGNC:54279	LINC02759	long intergenic non-protein coding RNA 2759	1986	788
HGNC:54280	LINC02760	long intergenic non-protein coding RNA 2760	1986	788
HGNC:54281	LINC02761	long intergenic non-protein coding RNA 2761	1986	788
HGNC:27443	LINC02762	long intergenic non-protein coding RNA 2762	1986	788
HGNC:54282	LINC02763	long intergenic non-protein coding RNA 2763	1986	788
HGNC:54283	LINC02764	long intergenic non-protein coding RNA 2764	1986	788
HGNC:54285	LINC02765	long intergenic non-protein coding RNA 2765	1986	788
HGNC:54286	LINC02766	long intergenic non-protein coding RNA 2766	1986	788
HGNC:54287	LINC02767	long intergenic non-protein coding RNA 2767	1986	788
HGNC:54288	LINC02768	long intergenic non-protein coding RNA 2768	1986	788
HGNC:54289	LINC02769	long intergenic non-protein coding RNA 2769	1986	788
HGNC:54290	LINC02770	long intergenic non-protein coding RNA 2770	1986	788
HGNC:54291	LINC02771	long intergenic non-protein coding RNA 2771	1986	788
HGNC:54292	LINC02772	long intergenic non-protein coding RNA 2772	1986	788
HGNC:54293	LINC02773	long intergenic non-protein coding RNA 2773	1986	788
HGNC:27923	LINC02774	long intergenic non-protein coding RNA 2774	1986	788
HGNC:54294	LINC02775	long intergenic non-protein coding RNA 2775	1986	788
HGNC:54297	LINC02777	long intergenic non-protein coding RNA 2777	1986	788
HGNC:54298	LINC02778	long intergenic non-protein coding RNA 2778	1986	788
HGNC:54299	LINC02779	long intergenic non-protein coding RNA 2779	1986	788
HGNC:54300	LINC02780	long intergenic non-protein coding RNA 2780	1986	788
HGNC:54301	LINC02781	long intergenic non-protein coding RNA 2781	1986	788
HGNC:54302	LINC02782	long intergenic non-protein coding RNA 2782	1986	788
HGNC:54303	LINC02783	long intergenic non-protein coding RNA 2783	1986	788
HGNC:54304	LINC02784	long intergenic non-protein coding RNA 2784	1986	788
HGNC:348	AHR	aryl hydrocarbon receptor	2127	NA
HGNC:346	AHRR	aryl hydrocarbon receptor repressor	2127	NA
HGNC:700	ARNT	aryl hydrocarbon receptor nuclear translocator	2127	NA
HGNC:16876	ARNT2	aryl hydrocarbon receptor nuclear translocator 2	2127	NA
HGNC:701	BMAL1	basic helix-loop-helix ARNT like 1	2127	NA
HGNC:18984	BMAL2	basic helix-loop-helix ARNT like 2	2127	NA
HGNC:2082	CLOCK	clock circadian regulator	2127	NA
HGNC:3374	EPAS1	endothelial PAS domain protein 1	2127	NA
HGNC:4910	HIF1A	hypoxia inducible factor 1 subunit alpha	2127	NA
HGNC:15825	HIF3A	hypoxia inducible factor 3 subunit alpha	2127	NA
HGNC:6250	KCNH1	potassium voltage-gated channel subfamily H member 1	2127	NA
HGNC:6251	KCNH2	potassium voltage-gated channel subfamily H member 2	2127	NA
HGNC:6252	KCNH3	potassium voltage-gated channel subfamily H member 3	2127	NA
HGNC:6253	KCNH4	potassium voltage-gated channel subfamily H member 4	2127	NA
HGNC:6254	KCNH5	potassium voltage-gated channel subfamily H member 5	2127	NA
HGNC:18862	KCNH6	potassium voltage-gated channel subfamily H member 6	2127	NA
HGNC:18863	KCNH7	potassium voltage-gated channel subfamily H member 7	2127	NA
HGNC:18864	KCNH8	potassium voltage-gated channel subfamily H member 8	2127	NA
HGNC:7668	NCOA1	nuclear receptor coactivator 1	2127	NA
HGNC:7669	NCOA2	nuclear receptor coactivator 2	2127	NA
HGNC:7670	NCOA3	nuclear receptor coactivator 3	2127	NA
HGNC:7894	NPAS1	neuronal PAS domain protein 1	2127	NA
HGNC:7895	NPAS2	neuronal PAS domain protein 2	2127	NA
HGNC:19311	NPAS3	neuronal PAS domain protein 3	2127	NA
HGNC:18983	NPAS4	neuronal PAS domain protein 4	2127	NA
HGNC:20686	PASD1	PAS domain containing repressor 1	2127	NA
HGNC:17270	PASK	PAS domain containing serine/threonine kinase	2127	NA
HGNC:8793	PDE8A	phosphodiesterase 8A	2127	NA
HGNC:8794	PDE8B	phosphodiesterase 8B	2127	NA
HGNC:8845	PER1	period circadian regulator 1	2127	NA
HGNC:8846	PER2	period circadian regulator 2	2127	NA
HGNC:8847	PER3	period circadian regulator 3	2127	NA
HGNC:10882	SIM1	SIM bHLH transcription factor 1	2127	NA
HGNC:10883	SIM2	SIM bHLH transcription factor 2	2127	NA
HGNC:29028	ATG2A	autophagy related 2A	2141	NA
HGNC:20187	ATG2B	autophagy related 2B	2141	NA
HGNC:26953	BLTP1	bridge-like lipid transfer protein family member 1	2141	NA
HGNC:28960	BLTP2	bridge-like lipid transfer protein family member 2	2141	NA
HGNC:21216	BLTP3A	bridge-like lipid transfer protein family member 3A	2141	NA
HGNC:29102	BLTP3B	bridge-like lipid transfer protein family member 3B	2141	NA
HGNC:1908	VPS13A	vacuolar protein sorting 13 homolog A	2141	NA
HGNC:2183	VPS13B	vacuolar protein sorting 13 homolog B	2141	NA
HGNC:23594	VPS13C	vacuolar protein sorting 13 homolog C	2141	NA
HGNC:23595	VPS13D	vacuolar protein sorting 13 homolog D	2141	NA
HGNC:11353	STAC	SH3 and cysteine rich domain	2308	NA
HGNC:23990	STAC2	SH3 and cysteine rich domain 2	2308	NA
HGNC:28423	STAC3	SH3 and cysteine rich domain 3	2308	NA
HGNC:28050	CIAPIN1	cytokine induced apoptosis inhibitor 1	2066	1400
HGNC:3594	FASN	fatty acid synthase	2066	1400
HGNC:25806	GSTCD	glutathione S-transferase C-terminal domain containing	2066	1400
HGNC:19280	METTL17	methyltransferase like 17	2066	1400
HGNC:26228	METTL25	methyltransferase like 25	2066	1400
HGNC:24273	METTL25B	methyltransferase like 25B	2066	1400
HGNC:14141	METTL26	methyltransferase like 26	2066	1400
HGNC:19068	METTL27	methyltransferase like 27	2066	1400
HGNC:21566	METTL24	methyltransferase like 24	2066	1400
HGNC:30072	CD177	CD177 molecule	1226	NA
HGNC:1689	CD59	CD59 molecule (CD59 blood group)	1226	NA
HGNC:4375	GML	glycosylphosphatidylinositol anchored molecule like	1226	NA
HGNC:24945	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	1226	NA
HGNC:13348	LY6D	lymphocyte antigen 6 family member D	1226	NA
HGNC:6727	LY6E	lymphocyte antigen 6 family member E	1226	NA
HGNC:13931	LY6G5B	lymphocyte antigen 6 family member G5B	1226	NA
HGNC:13932	LY6G5C	lymphocyte antigen 6 family member G5C	1226	NA
HGNC:13936	LY6G6C	lymphocyte antigen 6 family member G6C	1226	NA
HGNC:13935	LY6G6D	lymphocyte antigen 6 family member G6D	1226	NA
HGNC:16912	EMG1	EMG1 N1-specific pseudouridine methyltransferase	1294	3349
HGNC:26202	MRM1	mitochondrial rRNA methyltransferase 1	1294	3349
HGNC:18485	MRM3	mitochondrial rRNA methyltransferase 3	1294	3349
HGNC:26933	SPOUT1	SPOUT domain containing methyltransferase 1	1294	3349
HGNC:11568	TARBP1	tRNA guanosine 2 -O-methyltransferase TARBP1	1294	3349
HGNC:28403	TRMT10A	tRNA methyltransferase 10A	1294	3349
HGNC:26454	TRMT10B	tRNA methyltransferase 10B	1294	3349
HGNC:26022	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	1294	3349
HGNC:7978	NR3C1	nuclear receptor subfamily 3 group C member 1	2076	71
HGNC:7979	NR3C2	nuclear receptor subfamily 3 group C member 2	2076	71
HGNC:4852	HDAC1	histone deacetylase 1	2103	2102
HGNC:4853	HDAC2	histone deacetylase 2	2103	2102
HGNC:19853	MIDEAS	mitotic deacetylase associated SANT domain protein	2103	2102
HGNC:16160	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	2103	2102
HGNC:13934	LY6G6E	lymphocyte antigen 6 family member G6E (pseudogene)	1226	NA
HGNC:13933	LY6G6F	lymphocyte antigen 6 family member G6F	1226	NA
HGNC:6728	LY6H	lymphocyte antigen 6 family member H	1226	NA
HGNC:24225	LY6K	lymphocyte antigen 6 family member K	1226	NA
HGNC:52284	LY6L	lymphocyte antigen 6 family member L	1226	NA
HGNC:29604	LYNX1	Ly6/neurotoxin 1	1226	NA
HGNC:28431	LYPD1	LY6/PLAUR domain containing 1	1226	NA
HGNC:25215	LYPD2	LY6/PLAUR domain containing 2	1226	NA
HGNC:24880	LYPD3	LY6/PLAUR domain containing 3	1226	NA
HGNC:28659	LYPD4	LY6/PLAUR domain containing 4	1226	NA
HGNC:26397	LYPD5	LY6/PLAUR domain containing 5	1226	NA
HGNC:28751	LYPD6	LY6/PLAUR domain containing 6	1226	NA
HGNC:27018	LYPD6B	LY6/PLAUR domain containing 6B	1226	NA
HGNC:44208	LYPD8	LY6/PLAUR domain containing 8	1226	NA
HGNC:24664	PATE1	prostate and testis expressed 1	1226	NA
HGNC:8910	PGR	progesterone receptor	2076	71
HGNC:32249	PATE2	prostate and testis expressed 2	1226	NA
HGNC:35426	PATE3	prostate and testis expressed 3	1226	NA
HGNC:35427	PATE4	prostate and testis expressed 4	1226	NA
HGNC:44206	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	1226	NA
HGNC:9053	PLAUR	plasminogen activator, urokinase receptor	1226	NA
HGNC:9500	PSCA	prostate stem cell antigen	1226	NA
HGNC:18746	SLURP1	secreted LY6/PLAUR domain containing 1	1226	NA
HGNC:25549	SLURP2	secreted LY6/PLAUR domain containing 2	1226	NA
HGNC:16441	SPACA4	sperm acrosome associated 4	1226	NA
HGNC:30722	TEX101	testis expressed 101	1226	NA
HGNC:54397	LY6S	lymphocyte antigen 6 family member S	1226	NA
HGNC:54307	LINC02786	long intergenic non-protein coding RNA 2786	1986	788
HGNC:54308	LINC02787	long intergenic non-protein coding RNA 2787	1986	788
HGNC:54309	LINC02788	long intergenic non-protein coding RNA 2788	1986	788
HGNC:54310	LINC02789	long intergenic non-protein coding RNA 2789	1986	788
HGNC:54313	LINC02790	long intergenic non-protein coding RNA 2790	1986	788
HGNC:54315	LINC02791	long intergenic non-protein coding RNA 2791	1986	788
HGNC:54316	LINC02792	long intergenic non-protein coding RNA 2792	1986	788
HGNC:54317	LINC02793	long intergenic non-protein coding RNA 2793	1986	788
HGNC:54318	LINC02794	long intergenic non-protein coding RNA 2794	1986	788
HGNC:54319	LINC02795	long intergenic non-protein coding RNA 2795	1986	788
HGNC:27918	LINC02796	long intergenic non-protein coding RNA 2796	1986	788
HGNC:54323	LINC02798	long intergenic non-protein coding RNA 2798	1986	788
HGNC:54324	LINC02799	long intergenic non-protein coding RNA 2799	1986	788
HGNC:27642	LINC02800	long intergenic non-protein coding RNA 2800	1986	788
HGNC:54325	LINC02801	long intergenic non-protein coding RNA 2801	1986	788
HGNC:54326	LINC02802	long intergenic non-protein coding RNA 2802	1986	788
HGNC:54328	LINC02803	long intergenic non-protein coding RNA 2803	1986	788
HGNC:54339	LINC02805	long intergenic non-protein coding RNA 2805	1986	788
HGNC:27628	LINC02806	long intergenic non-protein coding RNA 2806	1986	788
HGNC:54340	LINC02808	long intergenic non-protein coding RNA 2808	1986	788
HGNC:54341	LINC02809	long intergenic non-protein coding RNA 2809	1986	788
HGNC:54342	LINC02810	long intergenic non-protein coding RNA 2810	1986	788
HGNC:54343	LINC02811	long intergenic non-protein coding RNA 2811	1986	788
HGNC:54344	LINC02812	long intergenic non-protein coding RNA 2812	1986	788
HGNC:54345	LINC02813	long intergenic non-protein coding RNA 2813	1986	788
HGNC:54346	LINC02814	long intergenic non-protein coding RNA 2814	1986	788
HGNC:54348	LINC02816	long intergenic non-protein coding RNA 2816	1986	788
HGNC:32042	LINC02817	long intergenic non-protein coding RNA 2817	1986	788
HGNC:54349	LINC02818	long intergenic non-protein coding RNA 2818	1986	788
HGNC:54350	LINC02819	long intergenic non-protein coding RNA 2819	1986	788
HGNC:54351	LINC02820	long intergenic non-protein coding RNA 2820	1986	788
HGNC:54352	LINC02821	long intergenic non-protein coding RNA 2821	1986	788
HGNC:54353	LINC02822	long intergenic non-protein coding RNA 2822	1986	788
HGNC:54354	LINC02823	long intergenic non-protein coding RNA 2823	1986	788
HGNC:54356	LINC02824	long intergenic non-protein coding RNA 2824	1986	788
HGNC:27477	LINC02825	long intergenic non-protein coding RNA 2825	1986	788
HGNC:54357	LINC02826	long intergenic non-protein coding RNA 2826	1986	788
HGNC:54358	LINC02827	long intergenic non-protein coding RNA 2827	1986	788
HGNC:54359	LINC02828	long intergenic non-protein coding RNA 2828	1986	788
HGNC:54362	LINC02829	long intergenic non-protein coding RNA 2829	1986	788
HGNC:54363	LINC02830	long intergenic non-protein coding RNA 2830	1986	788
HGNC:54365	LINC02831	long intergenic non-protein coding RNA 2831	1986	788
HGNC:54366	LINC02832	long intergenic non-protein coding RNA 2832	1986	788
HGNC:54367	LINC02833	long intergenic non-protein coding RNA 2833	1986	788
HGNC:54368	LINC02834	long intergenic non-protein coding RNA 2834	1986	788
HGNC:54369	LINC02835	long intergenic non-protein coding RNA 2835	1986	788
HGNC:54370	LINC02836	long intergenic non-protein coding RNA 2836	1986	788
HGNC:54371	LINC02837	long intergenic non-protein coding RNA 2837	1986	788
HGNC:54372	LINC02838	long intergenic non-protein coding RNA 2838	1986	788
HGNC:54373	LINC02839	long intergenic non-protein coding RNA 2839	1986	788
HGNC:54374	LINC02840	long intergenic non-protein coding RNA 2840	1986	788
HGNC:54376	LINC02841	long intergenic non-protein coding RNA 2841	1986	788
HGNC:54378	LINC02842	long intergenic non-protein coding RNA 2842	1986	788
HGNC:27847	LINC02843	long intergenic non-protein coding RNA 2843	1986	788
HGNC:54379	LINC02844	long intergenic non-protein coding RNA 2844	1986	788
HGNC:54380	LINC02845	long intergenic non-protein coding RNA 2845	1986	788
HGNC:54381	LINC02846	long intergenic non-protein coding RNA 2846	1986	788
HGNC:54383	LINC02847	long intergenic non-protein coding RNA 2847	1986	788
HGNC:54384	LINC02848	long intergenic non-protein coding RNA 2848	1986	788
HGNC:54385	LINC02849	long intergenic non-protein coding RNA 2849	1986	788
HGNC:54386	LINC02850	long intergenic non-protein coding RNA 2850	1986	788
HGNC:54388	LINC02852	long intergenic non-protein coding RNA 2852	1986	788
HGNC:24921	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	2124	NA
HGNC:9437	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	2124	NA
HGNC:3255	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	2124	NA
HGNC:19687	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	2124	NA
HGNC:9225	SLC43A1	solute carrier family 43 member 1	2193	752
HGNC:23087	SLC43A2	solute carrier family 43 member 2	2193	752
HGNC:17466	SLC43A3	solute carrier family 43 member 3	2193	752
HGNC:1081	BNC1	basonuclin zinc finger protein 1	2242	NA
HGNC:30988	BNC2	basonuclin zinc finger protein 2	2242	NA
HGNC:20249	SPRED1	sprouty related EVH1 domain containing 1	2309	NA
HGNC:17722	SPRED2	sprouty related EVH1 domain containing 2	2309	NA
HGNC:31041	SPRED3	sprouty related EVH1 domain containing 3	2309	NA
HGNC:54390	LINC02853	long intergenic non-protein coding RNA 2853	1986	788
HGNC:54391	LINC02854	long intergenic non-protein coding RNA 2854	1986	788
HGNC:54392	LINC02855	long intergenic non-protein coding RNA 2855	1986	788
HGNC:54393	LINC02856	long intergenic non-protein coding RNA 2856	1986	788
HGNC:54394	LINC02857	long intergenic non-protein coding RNA 2857	1986	788
HGNC:54395	LINC02858	long intergenic non-protein coding RNA 2858	1986	788
HGNC:54399	LINC02859	long intergenic non-protein coding RNA 2859	1986	788
HGNC:22364	LINC02860	long intergenic non-protein coding RNA 2860	1986	788
HGNC:54419	LINC02862	long intergenic non-protein coding RNA 2862	1986	788
HGNC:41290	LINC02863	long intergenic non-protein coding RNA 2863	1986	788
HGNC:54480	LINC02864	long intergenic non-protein coding RNA 2864	1986	788
HGNC:54516	LINC02865	long intergenic non-protein coding RNA 2865	1986	788
HGNC:54518	LINC02866	long intergenic non-protein coding RNA 2866	1986	788
HGNC:32040	LINC02868	long intergenic non-protein coding RNA 2868	1986	788
HGNC:32045	LINC02869	long intergenic non-protein coding RNA 2869	1986	788
HGNC:27275	LINC02870	long intergenic non-protein coding RNA 2870	1986	788
HGNC:16180	LINC02871	long intergenic non-protein coding RNA 2871	1986	788
HGNC:33817	LINC02872	long intergenic non-protein coding RNA 2872	1986	788
HGNC:26805	LINC02873	long intergenic non-protein coding RNA 2873	1986	788
HGNC:27473	LINC02874	long intergenic non-protein coding RNA 2874	1986	788
HGNC:32699	LINC02875	long intergenic non-protein coding RNA 2875	1986	788
HGNC:37259	LINC02877	long intergenic non-protein coding RNA 2877	1986	788
HGNC:54524	LINC02878	long intergenic non-protein coding RNA 2878	1986	788
HGNC:54551	LINC02879	long intergenic non-protein coding RNA 2879	1986	788
HGNC:54660	LINC02880	long intergenic non-protein coding RNA 2880	1986	788
HGNC:51236	LINC02881	long intergenic non-protein coding RNA 2881	1986	788
HGNC:54802	LINC02882	long intergenic non-protein coding RNA 2882	1986	788
HGNC:13463	TCL6	T cell leukemia/lymphoma 6	1992	788
HGNC:43642	TDRG1	testis development related 1	1992	788
HGNC:52952	TERLR1	TERT regulating lncRNA 1	1992	788
HGNC:7980	NR4A1	nuclear receptor subfamily 4 group A member 1	2079	71
HGNC:7981	NR4A2	nuclear receptor subfamily 4 group A member 2	2079	71
HGNC:7982	NR4A3	nuclear receptor subfamily 4 group A member 3	2079	71
HGNC:8609	PARN	poly(A)-specific ribonuclease	2052	NA
HGNC:21185	PNLDC1	PARN like ribonuclease domain containing exonuclease 1	2052	NA
HGNC:15954	TOE1	target of EGR1, exonuclease	2052	NA
HGNC:52740	TESHL	testicular germ cell expressed HSF2 interacting lncRNA	1992	788
HGNC:48667	TEX41	testis expressed 41	1992	788
HGNC:40495	TH2LCRR	T helper type 2 locus control region associated RNA	1992	788
HGNC:53788	THORLNC	testis associated oncogenic lncRNA	1992	788
HGNC:49503	THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA	1992	788
HGNC:56938	TIALD	transcript inducer of AURKA lysosomal degradation	1992	788
HGNC:53077	TILRLS	TCL1A interacting lncRNA, retroperitoneal liposarcoma associated	1992	788
HGNC:37183	TLX1NB	TLX1 neighbor	1992	788
HGNC:26794	TMEM105	TMEM105 long non-coding RNA	1992	788
HGNC:11961	TNRC17	trinucleotide repeat containing 17	1992	788
HGNC:56636	TODL	transcript overexpressed in dedifferentiated liposarcoma	1992	788
HGNC:43652	TP53COR1	tumor protein p53 pathway corepressor 1	1992	788
HGNC:17026	TP53TG1	TP53 target 1	1992	788
HGNC:44307	TRERNA1	translation regulatory long non-coding RNA 1	1992	788
HGNC:56762	TRIB1AL	TRIB1 associated lncRNA	1992	788
HGNC:12377	TSIX	TSIX transcript, XIST antisense RNA	1992	788
HGNC:14022	TTTY1	testis expressed transcript, Y-linked 1	1992	788
HGNC:18491	TTTY10	testis expressed transcript, Y-linked 10	1992	788
HGNC:18492	TTTY11	testis expressed transcript, Y-linked 11	1992	788
HGNC:18493	TTTY12	testis expressed transcript, Y-linked 12	1992	788
HGNC:18494	TTTY13	testis expressed transcript, Y-linked 13	1992	788
NA	NA	NA	1992	788
NA	NA	NA	1992	788
HGNC:18495	TTTY14	testis expressed transcript, Y-linked 14	1992	788
HGNC:18567	TTTY15	testis expressed transcript, Y-linked 15	1992	788
HGNC:18840	TTTY16	testis expressed transcript, Y-linked 16	1992	788
HGNC:18841	TTTY17A	testis expressed transcript, Y-linked 17A	1992	788
HGNC:31889	TTTY17B	testis expressed transcript, Y-linked 17B	1992	788
HGNC:31890	TTTY17C	testis expressed transcript, Y-linked 17C	1992	788
HGNC:18842	TTTY18	testis expressed transcript, Y-linked 18	1992	788
HGNC:18843	TTTY19	testis expressed transcript, Y-linked 19	1992	788
HGNC:37981	TTTY1B	testis expressed transcript, Y-linked 1B	1992	788
HGNC:14023	TTTY2	testis expressed transcript, Y-linked 2	1992	788
HGNC:18844	TTTY20	testis expressed transcript, Y-linked 20	1992	788
HGNC:18846	TTTY22	testis expressed transcript, Y-linked 22	1992	788
HGNC:18847	TTTY23	testis expressed transcript, Y-linked 23	1992	788
HGNC:37983	TTTY23B	testis expressed transcript, Y-linked 23B	1992	788
HGNC:37982	TTTY2B	testis expressed transcript, Y-linked 2B	1992	788
